JRIU01000341.1	153	A	G	21.5587	24
JRIU01000341.1	162	G	C	89.6682	22
JRIU01000341.1	171	A	G	86.645	22
JRIU01000341.1	174	A	G	86.6381	22
JRIU01000341.1	180	A	G	86.6145	21
JRIU01000341.1	183	G	A	90.6287	20
JRIU01000341.1	186	A	G	104.69	19
JRIU01000341.1	192	T	G	104.709	19
JRIU01000341.1	194	T	C	114.751	19
JRIU01000341.1	153	A	G	86.7118	18
JRIU01000341.1	162	G	C	51.7022	24
JRIU01000341.1	171	A	G	36.6479	25
JRIU01000341.1	174	A	G	30.6467	24
JRIU01000341.1	180	A	G	38.6516	24
JRIU01000341.1	183	G	A	38.6516	24
JRIU01000341.1	186	A	G	38.6516	24
JRIU01000341.1	192	T	G	63.7118	23
JRIU01000341.1	194	T	C	58.6927	23
