#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
CM007964.1	1	252221	75118	251779	99.8248	43.7573	39.1	43.6
CM007965.1	1	844051	205325	843522	99.9373	35.9288	39.2	55.6
CM007966.1	1	341087	87272	340737	99.8974	37.7865	39.2	52.1
CM007967.1	1	1575129	391600	1574526	99.9617	36.7439	39.2	54.1
CM007968.1	1	572496	144636	571097	99.7556	37.3277	39.2	56.2
CM007969.1	1	277781	78535	277066	99.7426	41.7881	39.2	48.7
CM007970.1	1	1092105	272846	1091617	99.9553	36.9218	39.2	56.8
CM007971.1	1	564939	141263	564752	99.9669	36.9255	39.2	54.5
CM007972.1	1	430780	106083	430627	99.9645	36.3616	39.2	57.4
CM007973.1	1	762303	196940	761977	99.9572	38.1867	39.2	54.2
CM007974.1	1	683383	165480	682878	99.9261	35.8087	39.2	58.4
CM007975.1	1	1084257	284716	1082431	99.8316	38.8047	39.2	52.3
LYZE01000019.1	1	3688	3577	3066	83.1345	140.714	39	0.0391
LYZE01000020.1	1	19305	392407	18619	96.4465	2973.04	39	10.5
LYZE01000021.1	1	11673	161026	11462	98.1924	2027.58	39.1	0.0117
CM007976.1	1	929095	235048	929030	99.993	37.3964	39.2	56.9
CM007977.1	1	793416	193366	792910	99.9362	36.0269	39.2	55
CM007978.1	1	1108329	274664	1107835	99.9554	36.6458	39.2	56.6
CM007979.1	1	986200	253406	985798	99.9592	37.9601	39.2	51.9
CM007981.1	1	94871	334185	94850	99.9779	516.259	39	54.1
CM007980.1	1	6300	0	0	0	0	0	0
