Scaffold,Start,End,Observed,Expected,Fold_Enrichment,P_Value,Treatments,Adaptations,Gene_Presence,Q_Value
CM007977.1,785000,786000,2,0.0021715685537248876,920.9932592592593,2.3544442740996985e-06,STC: 2 (100.0%),Low Oxygen: 2 (100.0%),Yes: 2,5.6977551433212704e-05
CM007977.1,785400,786400,2,0.0021715685537248876,920.9932592592593,2.3544442740996985e-06,STC: 2 (100.0%),Low Oxygen: 2 (100.0%),Yes: 2,5.6977551433212704e-05
CM007977.1,785600,786600,2,0.0021715685537248876,920.9932592592593,2.3544442740996985e-06,STC: 2 (100.0%),Low Oxygen: 2 (100.0%),Yes: 2,5.6977551433212704e-05
CM007977.1,785800,786800,2,0.0021715685537248876,920.9932592592593,2.3544442740996985e-06,STC: 2 (100.0%),Low Oxygen: 2 (100.0%),Yes: 2,5.6977551433212704e-05
CM007977.1,785200,786200,2,0.0021715685537248876,920.9932592592593,2.3544442740996985e-06,STC: 2 (100.0%),Low Oxygen: 2 (100.0%),Yes: 2,5.6977551433212704e-05
CM007965.1,290600,291600,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007965.1,481400,482400,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007965.1,481200,482200,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007965.1,481000,482000,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007965.1,480800,481800,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007965.1,480600,481600,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007965.1,290200,291200,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007965.1,290400,291400,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007966.1,56000,57000,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007965.1,290000,291000,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007966.1,56400,57400,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007967.1,1081600,1082600,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007966.1,55800,56800,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007966.1,56600,57600,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007966.1,56200,57200,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007968.1,265800,266800,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007967.1,1081400,1082400,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007967.1,272800,273800,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007967.1,273000,274000,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007967.1,273200,274200,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007967.1,273400,274400,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007967.1,273600,274600,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007967.1,909800,910800,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
CM007967.1,910000,911000,1,0.0021715685537248876,460.49662962962964,0.00216921240455481,STC: 1 (100.0%),Low Oxygen: 1 (100.0%),Yes: 1,0.00216921240455481
