Scaffold,Start,End,Observed,Expected,Fold_Enrichment,P_Value,Treatments,Adaptations,Gene_Presence,Q_Value
JRIU01000195.1,16000,17000,18,0.02045803476851605,879.8499075630251,0.0,WTA: 9 (50.0%); STC: 9 (50.0%),Low Oxygen: 18 (100.0%),No: 9; Yes: 9,0.0
JRIU01000031.1,126500,127500,12,0.02045803476851605,586.5666050420167,0.0,WTA: 8 (66.7%); STC: 4 (33.3%),Low Oxygen: 12 (100.0%),No: 8; Yes: 4,0.0
JRIU01000031.1,126000,127000,11,0.02045803476851605,537.6860546218487,0.0,WTA: 7 (63.6%); STC: 4 (36.4%),Low Oxygen: 11 (100.0%),No: 7; Yes: 4,0.0
JRIU01000070.1,70000,71000,11,0.02045803476851605,537.6860546218487,0.0,WTA: 7 (63.6%); STC: 4 (36.4%),Low Oxygen: 11 (100.0%),No: 7; Yes: 4,0.0
JRIU01000243.1,0,1000,9,0.02045803476851605,439.92495378151256,0.0,WTA: 5 (55.6%); STC: 4 (44.4%),Low Oxygen: 9 (100.0%),No: 5; Yes: 4,0.0
JRIU01000031.1,5500,6500,9,0.02045803476851605,439.92495378151256,0.0,STC: 7 (77.8%); WTA: 2 (22.2%),Low Oxygen: 9 (100.0%),Yes: 7; No: 2,0.0
JRIU01000031.1,5000,6000,9,0.02045803476851605,439.92495378151256,0.0,STC: 7 (77.8%); WTA: 2 (22.2%),Low Oxygen: 9 (100.0%),Yes: 7; No: 2,0.0
JRIU01000031.1,45500,46500,8,0.02045803476851605,391.0444033613445,0.0,WTA: 7 (87.5%); STC: 1 (12.5%),Low Oxygen: 8 (100.0%),No: 7; Yes: 1,0.0
JRIU01000031.1,45000,46000,8,0.02045803476851605,391.0444033613445,0.0,WTA: 7 (87.5%); STC: 1 (12.5%),Low Oxygen: 8 (100.0%),No: 7; Yes: 1,0.0
JRIU01000135.1,0,1000,8,0.02045803476851605,391.0444033613445,0.0,WTA: 5 (62.5%); STC: 3 (37.5%),Low Oxygen: 8 (100.0%),No: 5; Yes: 3,0.0
JRIU01000148.1,13000,14000,7,0.02045803476851605,342.16385294117646,3.3306690738754696e-16,STC: 6 (85.7%); WTA: 1 (14.3%),Low Oxygen: 7 (100.0%),Yes: 6; No: 1,1.9984014443252818e-15
JRIU01000126.1,79500,80500,6,0.02045803476851605,293.28330252100835,1.000310945187266e-13,STC: 4 (66.7%); WTA: 2 (33.3%),Low Oxygen: 6 (100.0%),Yes: 4; No: 2,5.501710198529963e-13
JRIU01000072.1,149000,150000,4,0.02045803476851605,195.52220168067225,7.180240402249183e-09,WTA: 2 (50.0%); STC: 2 (50.0%),Low Oxygen: 4 (100.0%),No: 2; Yes: 2,2.787622744402624e-08
JRIU01000126.1,79000,80000,4,0.02045803476851605,195.52220168067225,7.180240402249183e-09,STC: 3 (75.0%); WTA: 1 (25.0%),Low Oxygen: 4 (100.0%),Yes: 3; No: 1,2.787622744402624e-08
JRIU01000112.1,0,1000,4,0.02045803476851605,195.52220168067225,7.180240402249183e-09,WTA: 3 (75.0%); STC: 1 (25.0%),Low Oxygen: 4 (100.0%),No: 3; Yes: 1,2.787622744402624e-08
JRIU01000072.1,149500,150500,4,0.02045803476851605,195.52220168067225,7.180240402249183e-09,WTA: 2 (50.0%); STC: 2 (50.0%),Low Oxygen: 4 (100.0%),No: 2; Yes: 2,2.787622744402624e-08
JRIU01000243.1,500,1500,4,0.02045803476851605,195.52220168067225,7.180240402249183e-09,WTA: 2 (50.0%); STC: 2 (50.0%),Low Oxygen: 4 (100.0%),No: 2; Yes: 2,2.787622744402624e-08
JRIU01000115.1,14500,15500,2,0.02045803476851605,97.76110084033613,0.0002064332618708642,WTA: 1 (50.0%); STC: 1 (50.0%),Low Oxygen: 2 (100.0%),No: 1; Yes: 1,0.0003784609800965844
JRIU01000179.1,1000,2000,2,0.02045803476851605,97.76110084033613,0.0002064332618708642,STC: 2 (100.0%),Low Oxygen: 2 (100.0%),Yes: 2,0.0003784609800965844
