Scaffold,Start,End,Observed,Expected,Fold_Enrichment,P_Value,Treatments,Adaptations,Gene_Presence,Q_Value
JRIU01000195.1,16000,17000,9,0.011518389323450211,781.3592462686568,0.0,WTA: 9 (100.0%),Low Oxygen: 9 (100.0%),No: 9,0.0
JRIU01000031.1,126500,127500,8,0.011518389323450211,694.5415522388059,0.0,WTA: 8 (100.0%),Low Oxygen: 8 (100.0%),No: 8,0.0
JRIU01000031.1,45000,46000,7,0.011518389323450211,607.7238582089552,0.0,WTA: 7 (100.0%),Low Oxygen: 7 (100.0%),No: 7,0.0
JRIU01000031.1,126000,127000,7,0.011518389323450211,607.7238582089552,0.0,WTA: 7 (100.0%),Low Oxygen: 7 (100.0%),No: 7,0.0
JRIU01000070.1,70000,71000,7,0.011518389323450211,607.7238582089552,0.0,WTA: 7 (100.0%),Low Oxygen: 7 (100.0%),No: 7,0.0
JRIU01000031.1,45500,46500,7,0.011518389323450211,607.7238582089552,0.0,WTA: 7 (100.0%),Low Oxygen: 7 (100.0%),No: 7,0.0
JRIU01000135.1,0,1000,5,0.011518389323450211,434.08847014925374,1.6734391650174985e-12,WTA: 5 (100.0%),Low Oxygen: 5 (100.0%),No: 5,9.413095303223429e-12
JRIU01000243.1,0,1000,5,0.011518389323450211,434.08847014925374,1.6734391650174985e-12,WTA: 5 (100.0%),Low Oxygen: 5 (100.0%),No: 5,9.413095303223429e-12
JRIU01000112.1,0,1000,3,0.011518389323450211,260.45308208955225,2.5250693591605256e-07,WTA: 3 (100.0%),Low Oxygen: 3 (100.0%),No: 3,1.2625346795802628e-06
JRIU01000084.1,24500,25500,2,0.011518389323450211,173.63538805970148,6.582944562416593e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.00014106309776606984
JRIU01000095.1,33000,34000,2,0.011518389323450211,173.63538805970148,6.582944562416593e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.00014106309776606984
JRIU01000072.1,149000,150000,2,0.011518389323450211,173.63538805970148,6.582944562416593e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.00014106309776606984
JRIU01000243.1,500,1500,2,0.011518389323450211,173.63538805970148,6.582944562416593e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.00014106309776606984
