#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JRIU01000371.1	1	283	609	283	100	238.011	39.4	54.8
JRIU01000370.1	1	1261	773	1261	100	85.8596	39.3	58.1
JRIU01000369.1	1	339	3067	339	100	1064.56	39.4	59.1
JRIU01000368.1	1	300	175	300	100	72.8267	39.2	55
JRIU01000367.1	1	203	141	203	100	81.1872	39.3	58.8
JRIU01000366.1	1	243	246	243	100	105.922	39.4	59.9
JRIU01000365.1	1	1642	2517	1642	100	214.806	39.3	60
JRIU01000364.1	1	1260	669	1260	100	72.3444	39.3	58.6
JRIU01000363.1	1	639	356	639	100	78.4319	39.4	60
JRIU01000362.1	1	346	204	346	100	70.552	39.1	58.9
JRIU01000361.1	1	329	205	329	100	81.4833	39.2	60
JRIU01000360.1	1	466	295	466	100	88.6867	39.4	60
JRIU01000359.1	1	1539	1511	1539	100	135.545	39.3	59
JRIU01000358.1	1	473	291	473	100	80.6554	39.4	59.9
JRIU01000357.1	1	607	543	607	100	94.313	39.3	47.2
JRIU01000356.1	1	344	6403	344	100	2066.83	39.4	59.9
JRIU01000355.1	1	367	8416	367	100	2573.51	39.3	60
JRIU01000354.1	1	330	306	330	100	112.124	39.2	39.7
JRIU01000353.1	1	222	3038	222	100	1507.39	39.3	57.9
JRIU01000352.1	1	244	2691	244	100	1129.51	39.4	59.9
JRIU01000351.1	1	781	452	781	100	82.4277	39.3	56.2
JRIU01000350.1	1	730	486	730	100	86.6397	39.3	60
JRIU01000349.1	1	309	140	309	100	57.7735	39.2	59.9
JRIU01000348.1	1	216	1814	216	100	829.097	39.5	59.9
JRIU01000347.1	1	210	132	210	100	71.8619	39.3	59.8
JRIU01000346.1	1	394	194	394	100	61.7665	39.2	58.1
JRIU01000345.1	1	344	162	344	100	62.1105	39.3	60
JRIU01000344.1	1	210	5183	210	100	2413.57	39.2	60
JRIU01000343.1	1	220	217	220	100	96.0636	39.2	55.7
JRIU01000342.1	1	303	205	303	100	80.5545	39.2	55.8
JRIU01000341.1	1	236	114	236	100	58.2839	39.3	55.4
JRIU01000340.1	1	278	441	278	100	177.036	39.2	55.6
JRIU01000339.1	1	387	1703	387	100	524.45	39.3	59.9
JRIU01000338.1	1	479	4949	479	100	1315.25	39.2	58.6
JRIU01000337.1	1	282	2432	282	100	680.766	39.4	57.4
JRIU01000336.1	1	216	224	216	100	112.935	39.2	57.4
JRIU01000335.1	1	584	367	584	100	87.6884	39.3	60
JRIU01000334.1	1	433	383	433	100	105.977	39.3	59.7
JRIU01000333.1	1	785	3662	785	100	609.954	39.3	60
JRIU01000332.1	1	386	5538	386	100	1662.61	39.4	59.9
JRIU01000331.1	1	901	621	901	100	86.9345	39.3	53.7
JRIU01000330.1	1	256	348	256	100	120.578	39.2	56.5
JRIU01000329.1	1	241	207	241	100	88.9668	39.4	57.4
JRIU01000328.1	1	217	219	217	100	102.585	39.5	59.9
JRIU01000327.1	1	969	358	960	99.0712	48.9494	39.1	28.8
