#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JRIU01000371.1	1	283	622	283	100	237.177	39.2	54.2
JRIU01000370.1	1	1261	714	1261	100	79.0983	39.2	58.6
JRIU01000369.1	1	339	2142	339	100	724.183	39.4	58.9
JRIU01000368.1	1	300	175	300	100	75.1467	38.8	56.9
JRIU01000367.1	1	203	102	203	100	58.734	38.8	57.6
JRIU01000366.1	1	243	203	243	100	86.6049	39.2	59.9
JRIU01000365.1	1	1642	1703	1642	100	145.674	39.1	60
JRIU01000364.1	1	1260	709	1260	100	77.0754	39.1	58.9
JRIU01000363.1	1	639	297	639	100	64.5305	39.3	59.8
JRIU01000362.1	1	346	163	346	100	56.3671	39.2	58.6
JRIU01000361.1	1	329	159	329	100	64.386	39.1	60
JRIU01000360.1	1	466	224	466	100	67.3155	39.1	60
JRIU01000359.1	1	1539	1209	1539	100	108.379	39.2	59.1
JRIU01000358.1	1	473	220	473	100	62.8901	39.2	59.8
JRIU01000357.1	1	607	666	607	100	120.058	39.1	46.1
JRIU01000356.1	1	344	2909	344	100	950.16	39.3	59.9
JRIU01000355.1	1	367	3942	367	100	1192.6	39.2	60
JRIU01000354.1	1	330	312	330	100	113.967	39.1	37.5
JRIU01000353.1	1	222	2324	222	100	1151.68	39.2	58.1
JRIU01000352.1	1	244	1486	244	100	610.791	39.3	59.9
JRIU01000351.1	1	781	388	781	100	69.8156	39	55.9
JRIU01000350.1	1	730	457	730	100	78.9616	39.1	60
JRIU01000349.1	1	309	150	309	100	63.7249	39.2	60
JRIU01000348.1	1	216	1372	216	100	616.088	39.3	59.9
JRIU01000347.1	1	210	88	210	100	49.7048	39.3	59.3
JRIU01000346.1	1	394	247	394	100	77.8274	39	58.5
JRIU01000345.1	1	344	168	344	100	65.1773	39.4	60
JRIU01000344.1	1	210	2388	210	100	1107.7	39.1	59.9
JRIU01000343.1	1	220	183	220	100	82.3727	39.2	59.4
JRIU01000342.1	1	303	173	303	100	66.2574	39	56.2
JRIU01000341.1	1	236	105	236	100	56.0593	39.3	58.7
JRIU01000340.1	1	278	281	278	100	111.752	39.1	56.1
JRIU01000339.1	1	387	1478	387	100	445.718	39.2	60
JRIU01000338.1	1	479	4053	479	100	1068.53	39.1	58.7
JRIU01000337.1	1	282	1209	282	100	332.206	39.2	55.8
JRIU01000336.1	1	216	212	216	100	105.583	39	59
JRIU01000335.1	1	584	250	584	100	59.4863	39.1	59.9
JRIU01000334.1	1	433	340	433	100	93.6397	39.2	59.7
JRIU01000333.1	1	785	3208	785	100	532.643	39.2	60
JRIU01000332.1	1	386	2302	386	100	696.104	39.2	60
JRIU01000331.1	1	901	595	901	100	83.2719	39.2	53.3
JRIU01000330.1	1	256	396	256	100	121.773	39	52.5
JRIU01000329.1	1	241	178	241	100	76.249	39.3	57.4
JRIU01000328.1	1	217	179	217	100	80.1382	39.2	60
JRIU01000327.1	1	969	405	969	100	55.8039	39	27.2
JRIU01000326.1	1	1240	525	1240	100	55.8968	39.2	57.1
JRIU01000325.1	1	1039	798	1039	100	97.1617	39.2	59.8
JRIU01000324.1	1	4966	3298	4966	100	91.761	39.1	55.3
JRIU01000323.1	1	1059	571	1059	100	76.2701	39.3	56.4
JRIU01000322.1	1	3431	1685	3431	100	71.1387	39.2	59.8
JRIU01000321.1	1	2960	8370	2960	100	398.838	39.1	56.7
JRIU01000320.1	1	19759	8061	19759	100	59.1832	39.2	30.9
JRIU01000319.1	1	15446	6923	15446	100	65.0211	39.2	26.8
JRIU01000318.1	1	2936	3207	2936	100	146.382	39.1	26
JRIU01000317.1	1	1483	3463	1362	91.8409	251.597	39.2	46.2
JRIU01000316.1	1	1799	885	1799	100	68.6387	39.1	60
JRIU01000315.1	1	1982	5142	1982	100	359.076	39.1	53
JRIU01000314.1	1	414	1213	414	100	295.287	39	33.5
JRIU01000313.1	1	2343	5573	2343	100	229.128	39	58.9
JRIU01000312.1	1	1697	885	944	55.6276	74.1385	39.3	48.9
JRIU01000311.1	1	2300	394	2295	99.7826	24.6526	39.2	21
JRIU01000310.1	1	386	313	386	100	107.842	39.1	59.5
JRIU01000309.1	1	4416	2432	4416	100	79.3417	39.1	59.8
JRIU01000308.1	1	318	285	318	100	100.406	39.3	60
JRIU01000307.1	1	368	313	368	100	94.8071	39	59.9
JRIU01000306.1	1	2554	1123	2554	100	60.4417	39.2	59.7
JRIU01000305.1	1	311	125	311	100	52.5756	39.2	59.8
JRIU01000304.1	1	265	235	265	100	95.2226	39.2	56.2
JRIU01000303.1	1	667	466	667	100	90.7916	39.2	59.9
JRIU01000302.1	1	2264	1177	2264	100	72.6882	39.1	58.2
JRIU01000301.1	1	557	593	557	100	133.659	39.2	58
JRIU01000300.1	1	272	123	272	100	56.8934	39.1	59.5
JRIU01000299.1	1	260	113	260	100	54.1615	39	58.6
JRIU01000298.1	1	896	654	896	100	87.6975	39.2	55
JRIU01000297.1	1	3237	2395	3237	100	107.571	39.1	59.7
JRIU01000296.1	1	312	209	312	100	77	39.1	57.8
JRIU01000295.1	1	1382	648	1382	100	65.2641	39.2	59.3
JRIU01000294.1	1	338	157	338	100	59.8284	39.2	59.8
JRIU01000293.1	1	449	196	449	100	58.029	39.2	56.6
JRIU01000292.1	1	2913	1873	2913	100	92.2427	39	60
JRIU01000291.1	1	214	176	214	100	79.8271	39.2	59.9
JRIU01000290.1	1	225	116	225	100	59.6444	39.2	59.8
JRIU01000289.1	1	219	96	219	100	52.3653	39	59.2
JRIU01000288.1	1	2257	1165	2257	100	74.1467	39.1	59.1
JRIU01000287.1	1	331	175	331	100	68.71	38.9	59.3
JRIU01000286.1	1	1314	691	1314	100	73.4148	39.1	58.7
JRIU01000285.1	1	278	148	278	100	60.9892	39.1	58.1
JRIU01000284.1	1	5502	2728	5502	100	72.4084	39.2	59.6
JRIU01000283.1	1	981	2200	981	100	229.051	39.1	48
JRIU01000282.1	1	251	230	251	100	96.3307	39.1	60
JRIU01000281.1	1	302	1213	302	100	427.361	39.2	59.9
JRIU01000280.1	1	226	384	226	100	183.261	39.2	30.4
JRIU01000279.1	1	229	153	229	100	62.4061	39	48.8
JRIU01000278.1	1	387	231	387	100	77.7028	39.2	57.8
JRIU01000277.1	1	212	1453	212	100	648.472	39.4	59.6
JRIU01000276.1	1	300	346	300	100	100.767	39.1	50.5
JRIU01000275.1	1	210	526	210	100	280.933	39.1	49.6
JRIU01000274.1	1	247	1884	247	100	652.749	39.3	59.8
JRIU01000273.1	1	252	312	252	100	138.143	39.2	58.7
JRIU01000272.1	1	6186	3697	6186	100	86.6052	39.1	59.5
JRIU01000271.1	1	342	182	342	100	66.2018	39.3	58.3
JRIU01000270.1	1	251	221	251	100	93.5737	39.2	59.8
JRIU01000269.1	1	262	393	262	100	131.515	39.2	49.4
JRIU01000268.1	1	257	133	257	100	67.9183	39.2	58.6
JRIU01000267.1	1	421	502	421	100	138.399	39.2	60
JRIU01000266.1	1	724	354	724	100	67.7569	39	57.8
JRIU01000265.1	1	16337	3419	16337	100	30.8012	39.1	59.9
JRIU01000264.1	1	2795	629	2795	100	32.936	39	59.6
JRIU01000263.1	1	1415	425	1414	99.9293	43.2565	39.3	41.2
JRIU01000262.1	1	3968	857	3960	99.7984	31.2933	39.1	17.4
JRIU01000261.1	1	322	91	322	100	31.354	38.9	47.6
JRIU01000260.1	1	1073	1506	1073	100	191.59	39.1	48.8
JRIU01000259.1	1	39731	9169	39731	100	34.0519	39.2	59.9
JRIU01000258.1	1	2557	5172	2340	91.5135	276.471	39.1	56.8
JRIU01000257.1	1	3663	731	3663	100	29.1002	39.1	60
JRIU01000256.1	1	1724	256	1724	100	21.9316	39.2	34
JRIU01000255.1	1	68639	16483	68628	99.984	35.5138	39.2	59.4
JRIU01000254.1	1	4950	4625	3344	67.5556	126.83	39	48.4
JRIU01000253.1	1	162921	37584	162411	99.687	34.0592	39.2	59.9
JRIU01000252.1	1	102309	21829	102078	99.7742	31.0671	39.1	58.8
JRIU01000251.1	1	3620	870	3620	100	35.1318	39	60
JRIU01000250.1	1	1881	484	1881	100	35.5789	39.1	52.7
JRIU01000249.1	1	103684	24283	103305	99.6345	34.4111	39.2	59.4
JRIU01000248.1	1	240	63	240	100	31.2625	39.2	49.2
JRIU01000247.1	1	126718	28926	126175	99.5715	33.2172	39.1	59
JRIU01000246.1	1	38089	8891	38089	100	34.3748	39.2	59.7
JRIU01000245.1	1	336	102	336	100	36.8482	39.1	52.2
JRIU01000244.1	1	40110	9757	40110	100	35.9711	39.2	59.9
JRIU01000243.1	1	9473	3865	9127	96.3475	49.4719	39.1	50.6
JRIU01000242.1	1	26286	5221	26281	99.981	29.2909	39.2	54.3
JRIU01000241.1	1	252	1023	252	100	205.968	39	45
JRIU01000240.1	1	61119	14451	60966	99.7497	34.5419	39.1	57.1
JRIU01000239.1	1	215	236	215	100	95.9488	39.2	58.7
JRIU01000238.1	1	3011	925	3007	99.8672	44.922	39.1	8.68
JRIU01000237.1	1	25567	5922	25397	99.3351	34.2097	39.2	56.8
JRIU01000236.1	1	264	90	264	100	41.0644	39.1	51.6
JRIU01000235.1	1	74472	17482	74067	99.4562	34.5508	39.2	59.7
JRIU01000234.1	1	791	196	604	76.359	29.8483	39.2	56.8
JRIU01000233.1	1	5473	1177	5473	100	31.2783	39.1	59.4
JRIU01000232.1	1	3434	1089	3431	99.9126	46.4945	39.1	31.1
JRIU01000231.1	1	272	305	272	100	84.3824	38.4	26.4
JRIU01000230.1	1	162216	32785	162142	99.9544	29.7593	39.2	59.9
JRIU01000229.1	1	15387	3332	15384	99.9805	31.9914	39.1	56.5
JRIU01000228.1	1	58506	13802	58112	99.3266	33.9071	39.2	58
JRIU01000227.1	1	161315	37038	161157	99.9021	33.8123	39.2	59.8
JRIU01000226.1	1	4264	3461	2551	59.8265	103.669	38.7	50.7
JRIU01000225.1	1	37117	9071	37117	100	36.0413	39.2	60
JRIU01000224.1	1	369	80	369	100	27.5691	39.2	51.9
JRIU01000223.1	1	1779	1033	1749	98.3137	64.5053	39.2	34.3
JRIU01000222.1	1	66247	15130	66247	100	33.6894	39.2	59.9
JRIU01000221.1	1	59649	11091	59636	99.9782	27.385	39.2	59.5
JRIU01000220.1	1	74430	17912	74430	100	35.2844	39.2	59.7
JRIU01000219.1	1	68300	13977	68300	100	30.2266	39.2	60
JRIU01000218.1	1	251	36	251	100	17.4263	39	52.9
JRIU01000217.1	1	38622	7424	38617	99.9871	28.3921	39.2	57.6
JRIU01000216.1	1	85747	19212	84989	99.116	30.6263	39.2	59.7
JRIU01000215.1	1	40602	10319	40514	99.7833	35.8097	39.1	58.1
JRIU01000214.1	1	1586	936	1008	63.5561	75.2863	39.2	54
JRIU01000213.1	1	100299	23731	100184	99.8853	34.7481	39.2	59.5
JRIU01000212.1	1	97056	23825	96976	99.9176	35.755	39.2	58.2
JRIU01000211.1	1	253	73	253	100	32.1304	39	48.6
JRIU01000210.1	1	26756	5232	26735	99.9215	28.8309	39.2	58.2
JRIU01000209.1	1	377	182	377	100	62.1167	39.3	59
JRIU01000208.1	1	46428	10973	46424	99.9914	34.8402	39.2	59.8
JRIU01000207.1	1	6441	1302	6409	99.5032	29.3829	39.1	52.4
JRIU01000206.1	1	321	271	321	100	90.5607	39.1	58.8
JRIU01000205.1	1	54996	8551	54590	99.2618	22.8697	39.1	10.3
JRIU01000204.1	1	236	55	236	100	29.9873	39.5	51.1
JRIU01000203.1	1	30927	7435	30600	98.9427	35.1512	39.2	59.6
JRIU01000202.1	1	18939	4216	18755	99.0285	30.1314	39.1	57.4
JRIU01000201.1	1	241589	56305	240967	99.7425	34.3138	39.2	59.2
JRIU01000200.1	1	18433	4297	17976	97.5208	34.0017	39.1	59.7
JRIU01000199.1	1	103298	25092	102924	99.6379	35.543	39.1	58.9
JRIU01000198.1	1	283	222	283	100	80.2473	39.2	59.8
JRIU01000197.1	1	211	522	211	100	215.844	39.1	36.2
JRIU01000196.1	1	1537	333	1206	78.4645	23.5986	39.1	41.4
JRIU01000195.1	1	17280	3927	17277	99.9826	33.6268	39.2	59.1
JRIU01000194.1	1	3526	736	3526	100	30.4294	39.2	59.4
JRIU01000193.1	1	2184	511	2093	95.8333	32.3205	39.1	56.8
JRIU01000192.1	1	114136	26604	114136	100	33.8193	39.2	59.3
JRIU01000191.1	1	172874	36474	172569	99.8236	30.9452	39.2	59.5
JRIU01000190.1	1	235	187	235	100	64.566	38.9	37.5
JRIU01000189.1	1	9852	2335	9852	100	33.8513	39.2	57.9
JRIU01000188.1	1	93523	18963	93451	99.923	29.8486	39.1	59.8
JRIU01000187.1	1	24915	8339	24747	99.3257	45.9542	39.2	46.8
JRIU01000186.1	1	75952	17492	75872	99.8947	33.7249	39.1	59.5
JRIU01000185.1	1	11680	3574	11680	100	43.4111	39.2	56.8
JRIU01000184.1	1	35488	7008	35464	99.9324	29.1189	39.1	57.5
JRIU01000183.1	1	110511	26658	109817	99.372	35.0773	39.1	58
JRIU01000182.1	1	210	47	210	100	26.3143	39.6	45.7
JRIU01000181.1	1	230	706	230	100	280.865	39	41.7
JRIU01000180.1	1	8210	8782	4780	58.2217	141.98	39	58.6
JRIU01000179.1	1	4041	1180	4032	99.7773	42.9337	39.2	9.4
JRIU01000178.1	1	15028	3601	14998	99.8004	35.0915	39.1	59.1
JRIU01000177.1	1	76725	18169	76296	99.4409	34.8845	39.2	59.8
JRIU01000176.1	1	126538	29739	126243	99.7669	34.6061	39.2	59.8
JRIU01000175.1	1	3459	1973	3392	98.063	74.0477	39.1	48.8
JRIU01000174.1	1	337	132	337	100	51.184	39.1	60
JRIU01000173.1	1	346	84	346	100	30.0607	39.2	51.5
JRIU01000172.1	1	531	760	381	71.7514	134.162	38.8	22
JRIU01000171.1	1	269	476	269	100	189.242	38.9	31.7
JRIU01000170.1	1	20198	4664	20034	99.188	33.9439	39.2	59.8
JRIU01000169.1	1	19962	4347	19958	99.98	32.0706	39.1	58.2
JRIU01000168.1	1	985	2063	698	70.8629	188.031	39	35.7
JRIU01000167.1	1	37245	8817	36908	99.0952	34.5378	39.2	59.4
JRIU01000166.1	1	20288	5651	19842	97.8017	34.5875	39.1	52
JRIU01000165.1	1	291	82	291	100	36.433	39	45.9
JRIU01000164.1	1	133823	32378	133690	99.9006	35.6849	39.2	59.9
JRIU01000163.1	1	103880	19915	103666	99.794	28.2149	39.2	59
JRIU01000162.1	1	4815	1759	4811	99.9169	53.1028	39.1	42.2
JRIU01000161.1	1	3344	1084	3250	97.189	44.8639	39.1	53.4
JRIU01000160.1	1	1049	691	775	73.8799	62.1678	39.1	55.5
JRIU01000159.1	1	1845	366	1830	99.187	29.3837	39.2	15.2
JRIU01000158.1	1	117423	29400	117258	99.8595	35.7458	39.2	59.8
JRIU01000157.1	1	307	244	307	100	99.202	39.3	36.8
JRIU01000156.1	1	11105	2593	10894	98.1	33.8005	39.2	59.1
JRIU01000155.1	1	23523	4672	23509	99.9405	29.1998	39.1	57.8
JRIU01000154.1	1	193654	44475	193571	99.9571	33.9119	39.2	59.8
JRIU01000153.1	1	4096	771	4096	100	27.2593	39.2	59.1
JRIU01000152.1	1	4818	1171	4818	100	35.1002	39.2	58.3
JRIU01000151.1	1	6540	3950	6482	99.1131	75.9317	39.2	30.8
JRIU01000150.1	1	612	213	589	96.2418	31.3627	38.8	47.6
JRIU01000149.1	1	23978	5725	23974	99.9833	35.3058	39.1	58.5
JRIU01000148.1	1	14492	2844	14492	100	29.0544	39.2	56.8
JRIU01000147.1	1	40134	8556	40134	100	31.4377	39.2	59.7
JRIU01000146.1	1	16573	3714	16573	100	33.0564	39.2	59.9
JRIU01000145.1	1	36783	8834	36267	98.5972	35.4239	39.2	59.8
JRIU01000144.1	1	32124	6966	32048	99.7634	30.9256	39.2	59
JRIU01000143.1	1	1433	270	1431	99.8604	27.806	39	19.9
JRIU01000142.1	1	68880	16930	68858	99.9681	35.608	39.2	58.3
JRIU01000141.1	1	71009	16320	70958	99.9282	33.8116	39.1	58.5
JRIU01000140.1	1	34873	8053	34833	99.8853	33.9832	39.2	59.9
JRIU01000139.1	1	270	220	247	91.4815	61.2185	39	58.7
JRIU01000138.1	1	49460	11196	49438	99.9555	33.0904	39.2	59.3
JRIU01000137.1	1	124619	26188	124415	99.8363	30.8819	39.2	42.8
JRIU01000136.1	1	10620	2352	10579	99.6139	30.0105	39.2	49.7
JRIU01000135.1	1	68146	13381	68124	99.9677	28.9085	39.2	59.2
JRIU01000134.1	1	2850	3271	1787	62.7018	142.465	38.9	54.5
JRIU01000133.1	1	336272	81569	335785	99.8552	35.6919	39.2	59.8
JRIU01000132.1	1	36633	6921	36416	99.4076	27.7586	39.2	59.8
JRIU01000131.1	1	70561	14603	70414	99.7917	30.5032	39.1	59.5
JRIU01000130.1	1	434	556	388	89.4009	79.4101	38.3	24.5
JRIU01000129.1	1	20041	4667	20041	100	34.3875	39.2	59.8
JRIU01000128.1	1	4176	926	4157	99.545	32.2933	39.2	22.4
JRIU01000127.1	1	24131	5424	24109	99.9088	33.0156	39.2	59.7
JRIU01000126.1	1	133998	28189	133907	99.9321	30.9351	39.2	59.5
JRIU01000125.1	1	43186	10796	42938	99.4257	34.58	39.1	53.6
JRIU01000124.1	1	23266	4969	23049	99.0673	30.5283	39.1	58.3
JRIU01000123.1	1	117283	27535	117165	99.8994	34.2137	39.2	59.1
JRIU01000122.1	1	140950	32839	140903	99.9667	34.3005	39.2	59.5
JRIU01000121.1	1	59584	12753	59561	99.9614	31.5784	39.2	59.9
JRIU01000120.1	1	9674	2409	9659	99.8449	36.4091	39.1	37.4
JRIU01000119.1	1	385	173	330	85.7143	32.8831	39.1	53.3
JRIU01000118.1	1	1687	224	1661	98.4588	19.6017	39	60
JRIU01000117.1	1	211	195	211	100	84.9052	39.1	58.3
JRIU01000116.1	1	59626	16141	59325	99.4952	36.6334	39.1	55.9
JRIU01000115.1	1	16715	4315	16615	99.4017	37.4083	39.1	53.1
JRIU01000114.1	1	306	984	306	100	249.804	38.8	37.2
JRIU01000113.1	1	306	654	306	100	207.127	39	27.2
JRIU01000112.1	1	7027	1412	7015	99.8292	29.7329	39.2	57.4
