#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JRIU01000371.1	1	283	607	283	100	235.431	39.1	54.4
JRIU01000370.1	1	1261	735	1261	100	82.0952	39.1	58.8
JRIU01000369.1	1	339	2246	339	100	766.64	39.2	58.9
JRIU01000368.1	1	300	143	300	100	60.8667	38.5	55.6
JRIU01000367.1	1	203	89	203	100	52.4483	38.9	56.4
JRIU01000366.1	1	243	208	243	100	92.4897	39.1	60
JRIU01000365.1	1	1642	1823	1642	100	155.21	39	60
JRIU01000364.1	1	1260	754	1260	100	79.9	38.9	57.6
JRIU01000363.1	1	639	336	639	100	72.9484	38.9	60
JRIU01000362.1	1	346	196	346	100	70.315	39	59.1
JRIU01000361.1	1	329	171	329	100	67.7052	39.3	59.9
JRIU01000360.1	1	466	278	466	100	80.9871	38.9	59.9
JRIU01000359.1	1	1539	1294	1539	100	115.469	39	58.8
JRIU01000358.1	1	473	251	473	100	71.277	38.9	59.9
JRIU01000357.1	1	607	663	607	100	121.237	39	48.5
JRIU01000356.1	1	344	3004	344	100	985.131	39.1	59.9
JRIU01000355.1	1	367	3784	367	100	1150.84	38.9	60
JRIU01000354.1	1	330	293	330	100	108.848	39.1	40.2
JRIU01000353.1	1	222	2613	222	100	1296.71	39	57.9
JRIU01000352.1	1	244	1602	244	100	656.406	39.2	59.8
JRIU01000351.1	1	781	408	781	100	74.6607	39	57.8
JRIU01000350.1	1	730	463	730	100	79.0548	39	60
JRIU01000349.1	1	309	167	309	100	68.7735	39	59.5
JRIU01000348.1	1	216	1467	216	100	648.741	39.2	59.9
JRIU01000347.1	1	210	106	210	100	60.4857	39	60
JRIU01000346.1	1	394	278	394	100	88.8807	39.1	58.9
JRIU01000345.1	1	344	175	344	100	67.4302	39.1	59.9
JRIU01000344.1	1	210	2278	210	100	1057.68	38.9	59.9
JRIU01000343.1	1	220	221	220	100	97.4682	39.1	56.5
JRIU01000342.1	1	303	194	303	100	76.0462	38.9	57.8
JRIU01000341.1	1	236	105	236	100	55.8814	39.1	56.4
JRIU01000340.1	1	278	293	278	100	114.396	39.1	57.3
JRIU01000339.1	1	387	1412	387	100	424.258	39	59.9
JRIU01000338.1	1	479	4486	479	100	1196.97	39	58.7
JRIU01000337.1	1	282	1201	282	100	332.638	39	55.7
JRIU01000336.1	1	216	254	216	100	120.995	39.1	58.6
JRIU01000335.1	1	584	304	584	100	71.2808	39	59.9
JRIU01000334.1	1	433	386	433	100	102.314	39.2	59.6
JRIU01000333.1	1	785	3436	785	100	560.324	39.1	59.9
JRIU01000332.1	1	386	2060	386	100	611.487	39	59.9
JRIU01000331.1	1	901	657	901	100	92.0011	39	54.1
JRIU01000330.1	1	256	340	256	100	109.047	39	54.8
JRIU01000329.1	1	241	207	241	100	88.8133	38.9	58.2
JRIU01000328.1	1	217	184	217	100	84.0783	39.3	59.9
JRIU01000327.1	1	969	390	956	98.6584	53.29	38.9	28.7
JRIU01000326.1	1	1240	587	1240	100	60.7145	39.1	55.8
JRIU01000325.1	1	1039	885	1039	100	106.259	39	59.8
JRIU01000324.1	1	4966	3308	4966	100	90.8611	38.9	55.5
JRIU01000323.1	1	1059	610	1059	100	80.8263	39.1	56.2
JRIU01000322.1	1	3431	1846	3431	100	77.8056	39	59.7
JRIU01000321.1	1	2960	3910	2960	100	184.289	38.9	56.3
JRIU01000320.1	1	19759	8046	19759	100	59.0444	39	33.3
JRIU01000319.1	1	15446	6798	15446	100	63.7078	39	29
JRIU01000318.1	1	2936	3445	2936	100	156.271	39	25.9
JRIU01000317.1	1	1483	3621	1362	91.8409	265.328	39.1	46.6
JRIU01000316.1	1	1799	977	1799	100	74.1668	38.8	60
JRIU01000315.1	1	1982	2799	1982	100	194.568	39	52.8
JRIU01000314.1	1	414	1240	414	100	290.768	38.9	32.7
JRIU01000313.1	1	2343	6532	2343	100	259.971	38.8	59
JRIU01000312.1	1	1697	500	944	55.6276	40.8963	39.2	52.6
JRIU01000311.1	1	2300	439	2267	98.5652	27.6748	38.9	20.6
JRIU01000310.1	1	386	315	386	100	109.562	38.9	59.3
JRIU01000309.1	1	4416	2344	4416	100	76.4538	39	59.7
JRIU01000308.1	1	318	312	318	100	104.412	39	60
JRIU01000307.1	1	368	348	368	100	106.625	38.8	59.9
JRIU01000306.1	1	2554	1286	2554	100	68.7404	38.9	59.7
JRIU01000305.1	1	311	176	311	100	73.0354	39	59.6
JRIU01000304.1	1	265	263	265	100	116.143	39.1	56.9
JRIU01000303.1	1	667	546	667	100	105.51	39.2	60
JRIU01000302.1	1	2264	1251	2264	100	76.4435	39	57.2
JRIU01000301.1	1	557	617	557	100	138.745	39.1	58.3
JRIU01000300.1	1	272	113	272	100	51.0478	39.1	58.5
JRIU01000299.1	1	260	126	260	100	62.1885	39	58.5
JRIU01000298.1	1	896	647	896	100	84.154	39	53.5
JRIU01000297.1	1	3237	2546	3237	100	113.497	39	59.6
JRIU01000296.1	1	312	288	312	100	104.635	39	59.3
JRIU01000295.1	1	1382	714	1382	100	72.4081	39	59.7
JRIU01000294.1	1	338	205	338	100	78.7189	38.9	59.7
JRIU01000293.1	1	449	211	449	100	65.7461	39	58.8
JRIU01000292.1	1	2913	1742	2913	100	84.1953	38.9	59.8
JRIU01000291.1	1	214	229	214	100	106.103	39	59.9
JRIU01000290.1	1	225	131	225	100	66.3422	39.1	60
JRIU01000289.1	1	219	137	219	100	72.7854	38.6	58.7
JRIU01000288.1	1	2257	1326	2257	100	82.8587	38.9	58.9
JRIU01000287.1	1	331	140	331	100	56.1692	38.8	59.7
JRIU01000286.1	1	1314	732	1314	100	78.0594	38.9	58.5
JRIU01000285.1	1	278	181	278	100	71.6439	39	56
JRIU01000284.1	1	5502	3028	5502	100	79.7092	39.1	59.8
JRIU01000283.1	1	981	2332	981	100	245.68	39	48.6
JRIU01000282.1	1	251	262	251	100	107.056	39.2	59.9
JRIU01000281.1	1	302	1424	302	100	505.49	39.1	59.9
JRIU01000280.1	1	226	336	226	100	163.102	39	33.6
JRIU01000279.1	1	229	194	229	100	75.5328	38.7	47.7
JRIU01000278.1	1	387	184	387	100	60.2403	39.2	58.4
JRIU01000277.1	1	212	1501	212	100	657.274	39.2	59.5
JRIU01000276.1	1	300	350	300	100	98.3967	39.1	53.2
JRIU01000275.1	1	210	519	210	100	267.757	39	47.8
JRIU01000274.1	1	247	1742	247	100	586.798	39.1	59.8
JRIU01000273.1	1	252	283	252	100	126.516	39.1	59.3
JRIU01000272.1	1	6186	3693	6186	100	85.8214	39	59.4
JRIU01000271.1	1	342	152	342	100	57.5673	39.1	59.1
JRIU01000270.1	1	251	231	251	100	95.2709	39.2	60
JRIU01000269.1	1	262	365	262	100	122.996	39	49.2
JRIU01000268.1	1	257	92	257	100	45.6459	38.7	58
JRIU01000267.1	1	421	516	421	100	145.589	38.9	59.9
JRIU01000266.1	1	724	372	724	100	73.0442	38.8	58.9
JRIU01000265.1	1	16337	4278	16337	100	38.219	39	59.9
JRIU01000264.1	1	2795	715	2795	100	36.7742	38.9	59.5
JRIU01000263.1	1	1415	501	1406	99.364	51.3336	38.9	44.3
JRIU01000262.1	1	3968	978	3967	99.9748	35.1424	39	19.3
JRIU01000261.1	1	322	122	322	100	40.3106	38.8	42.7
JRIU01000260.1	1	1073	853	1073	100	108.471	39.2	49.1
JRIU01000259.1	1	39731	10077	39731	100	37.1432	39	59.8
JRIU01000258.1	1	2557	2661	2359	92.2566	143.2	39	57.2
JRIU01000257.1	1	3663	925	3663	100	36.9503	39.1	60
JRIU01000256.1	1	1724	247	1719	99.71	21.0754	39	35.1
JRIU01000255.1	1	68639	17099	68637	99.9971	36.6465	39	59.4
JRIU01000254.1	1	4950	2556	3349	67.6566	69.963	38.9	49.1
JRIU01000253.1	1	162921	40853	162408	99.6851	36.7812	39	59.9
JRIU01000252.1	1	102309	25987	102076	99.7723	36.8106	39	59
JRIU01000251.1	1	3620	880	3620	100	35.4202	39	60
JRIU01000250.1	1	1881	527	1881	100	38.5348	39.1	53.7
JRIU01000249.1	1	103684	27091	103306	99.6354	38.1066	39	59.5
JRIU01000248.1	1	240	61	240	100	31.0375	39	47
JRIU01000247.1	1	126718	32998	126209	99.5983	37.7246	39	59.1
JRIU01000246.1	1	38089	9908	38089	100	38.0386	39	59.7
JRIU01000245.1	1	336	106	336	100	39.8958	39	50.5
JRIU01000244.1	1	40110	10278	40110	100	37.5792	39	59.9
JRIU01000243.1	1	9473	4134	9126	96.337	52.6097	39	51.4
JRIU01000242.1	1	26286	6173	26276	99.962	34.4279	39	54.8
JRIU01000241.1	1	252	1001	252	100	202.79	39	46.4
JRIU01000240.1	1	61119	15996	60967	99.7513	37.9555	39	57
JRIU01000239.1	1	215	217	215	100	93.1721	39.2	58.7
JRIU01000238.1	1	3011	889	2992	99.369	42.8007	39	9.51
JRIU01000237.1	1	25567	6738	25399	99.3429	38.6362	39	57
JRIU01000236.1	1	264	79	264	100	37.5341	39.1	52.6
JRIU01000235.1	1	74472	18938	74052	99.436	37.1806	39	59.6
JRIU01000234.1	1	791	209	604	76.359	33.6081	39	59.6
JRIU01000233.1	1	5473	1421	5473	100	37.5856	39	59.4
JRIU01000232.1	1	3434	1251	3427	99.7962	52.7172	39	33.8
JRIU01000231.1	1	272	338	272	100	102.857	38.5	31.6
JRIU01000230.1	1	162216	38551	162144	99.9556	34.7464	39	59.9
JRIU01000229.1	1	15387	3770	15387	100	35.8887	39	56.6
JRIU01000228.1	1	58506	15021	58106	99.3163	36.6088	39	57.9
JRIU01000227.1	1	161315	42123	161115	99.876	38.2094	39	59.8
JRIU01000226.1	1	4264	1909	2548	59.7561	56.6109	38.6	50.3
JRIU01000225.1	1	37117	9731	37117	100	38.4255	39	60
JRIU01000224.1	1	369	89	369	100	32.2114	39.1	55.4
JRIU01000223.1	1	1779	987	1751	98.4261	62.2417	39	33.4
JRIU01000222.1	1	66247	16255	66247	100	35.9521	39	59.9
JRIU01000221.1	1	59649	14138	59636	99.9782	34.7021	39	59.6
JRIU01000220.1	1	74430	18771	74430	100	36.8305	39	59.8
JRIU01000219.1	1	68300	16735	68300	100	35.9477	39	60
JRIU01000218.1	1	251	70	251	100	33.9044	39	46.2
JRIU01000217.1	1	38622	9458	38621	99.9974	35.9508	39	58
JRIU01000216.1	1	85747	22432	84989	99.116	35.5836	39	59.8
JRIU01000215.1	1	40602	12285	40515	99.7857	41.9605	39	57.9
JRIU01000214.1	1	1586	568	1006	63.43	45.8997	38.9	54.9
JRIU01000213.1	1	100299	25680	100185	99.8863	37.3943	39	59.5
JRIU01000212.1	1	97056	25523	96979	99.9207	38.1732	39	58.3
JRIU01000211.1	1	253	82	253	100	35.7273	38.8	48.5
JRIU01000210.1	1	26756	6213	26756	100	34.0797	39	57.9
JRIU01000209.1	1	377	178	377	100	63.0716	39	59.2
JRIU01000208.1	1	46428	11739	46424	99.9914	37.0941	39	59.8
JRIU01000207.1	1	6441	1542	6383	99.0995	34.6887	39	53.2
JRIU01000206.1	1	321	254	321	100	90.5078	39.2	58.6
JRIU01000205.1	1	54996	9264	54588	99.2581	24.6161	39	9.19
JRIU01000204.1	1	236	74	236	100	38.072	38.8	47.8
JRIU01000203.1	1	30927	8082	30600	98.9427	37.9137	39	59.6
JRIU01000202.1	1	18939	5063	18755	99.0285	36.1218	39	57.9
JRIU01000201.1	1	241589	61407	240987	99.7508	37.2157	39	59.3
JRIU01000200.1	1	18433	4642	17975	97.5153	36.7068	39	59.8
JRIU01000199.1	1	103298	27559	102918	99.6321	38.8404	39	58.9
JRIU01000198.1	1	283	223	283	100	85.2933	39	59.9
JRIU01000197.1	1	211	534	211	100	231.199	39	37.6
JRIU01000196.1	1	1537	351	1207	78.5296	26.3643	38.9	44.3
JRIU01000195.1	1	17280	4225	17280	100	35.9628	39	58.8
JRIU01000194.1	1	3526	814	3526	100	33.4075	39	59
JRIU01000193.1	1	2184	520	2083	95.3755	32.7129	38.9	57.1
JRIU01000192.1	1	114136	29413	114136	100	37.0414	39	59.3
JRIU01000191.1	1	172874	42806	172570	99.8241	36.0145	39	59.5
JRIU01000190.1	1	235	141	235	100	47.9234	38.9	33.3
JRIU01000189.1	1	9852	2827	9852	100	40.8767	39	57.8
JRIU01000188.1	1	93523	22525	93451	99.923	35.2352	39	59.9
JRIU01000187.1	1	24915	8880	24747	99.3257	48.6434	39	46.4
JRIU01000186.1	1	75952	19016	75872	99.8947	36.4643	39	59.5
JRIU01000185.1	1	11680	4072	11680	100	49.6111	39	57.4
JRIU01000184.1	1	35488	8623	35463	99.9296	35.5086	39	57.8
JRIU01000183.1	1	110511	28327	109804	99.3602	37.3036	39	58
JRIU01000182.1	1	210	70	210	100	39.4762	38.8	48.9
JRIU01000181.1	1	230	741	230	100	314.87	38.9	43.8
JRIU01000180.1	1	8210	4293	4778	58.1973	69.3342	38.9	58.5
JRIU01000179.1	1	4041	1237	4041	100	44.606	38.9	9.66
JRIU01000178.1	1	15028	3863	14998	99.8004	37.4843	39	58.7
JRIU01000177.1	1	76725	19598	76361	99.5256	37.3597	39	59.8
JRIU01000176.1	1	126538	31655	126244	99.7677	36.5605	39	59.8
JRIU01000175.1	1	3459	1909	3432	99.2194	70.4056	39	49
JRIU01000174.1	1	337	205	337	100	78.0772	39.1	59.8
JRIU01000173.1	1	346	126	346	100	41.526	39	48
JRIU01000172.1	1	531	751	379	71.3748	132.121	38.8	21.4
JRIU01000171.1	1	269	393	269	100	160.089	38.9	33.5
JRIU01000170.1	1	20198	4788	20030	99.1682	34.58	39	59.9
JRIU01000169.1	1	19962	5064	19952	99.9499	37.1517	39	58.3
JRIU01000168.1	1	985	1953	699	70.9645	176.585	38.9	36.5
JRIU01000167.1	1	37245	9760	36911	99.1032	38.0589	39	59.5
JRIU01000166.1	1	20288	6130	19871	97.9446	37.921	39	52
JRIU01000165.1	1	291	79	291	100	35.5498	38.8	48.7
JRIU01000164.1	1	133823	34913	133693	99.9029	38.2254	39	59.9
JRIU01000163.1	1	103880	23844	103667	99.795	33.5892	39	59
JRIU01000162.1	1	4815	1881	4807	99.8339	56.6646	39	42.7
JRIU01000161.1	1	3344	1026	3249	97.1591	42.2028	39	53.1
JRIU01000160.1	1	1049	703	776	73.9752	59.4986	38.9	56.3
JRIU01000159.1	1	1845	442	1836	99.5122	35.0314	39	14.8
JRIU01000158.1	1	117423	31527	117257	99.8586	37.9653	39	59.8
JRIU01000157.1	1	307	244	307	100	99.4919	39.1	36.9
JRIU01000156.1	1	11105	2887	10894	98.1	37.4742	39.1	59.3
JRIU01000155.1	1	23523	5369	23479	99.8129	33.4913	39	58.7
JRIU01000154.1	1	193654	47893	193570	99.9566	36.3155	39	59.8
JRIU01000153.1	1	4096	948	4096	100	33.282	38.9	59.5
JRIU01000152.1	1	4818	1164	4818	100	34.856	39	58.9
JRIU01000151.1	1	6540	4422	6482	99.1131	84.7714	39	30.8
JRIU01000150.1	1	612	180	587	95.915	27.4248	38.7	47.2
JRIU01000149.1	1	23978	6027	23978	100	36.8751	39	58.3
JRIU01000148.1	1	14492	3407	14487	99.9655	34.5277	39	57.5
JRIU01000147.1	1	40134	9306	40128	99.9851	34.0029	39	59.5
JRIU01000146.1	1	16573	3833	16573	100	33.938	39	60
JRIU01000145.1	1	36783	9682	36268	98.5999	38.5789	39	59.8
JRIU01000144.1	1	32124	8463	32079	99.8599	37.4551	39	59
JRIU01000143.1	1	1433	286	1420	99.0928	29.0628	38.8	19.4
JRIU01000142.1	1	68880	21017	68858	99.9681	44.0608	39	58.4
JRIU01000141.1	1	71009	17135	70975	99.9521	35.1966	39	58.4
JRIU01000140.1	1	34873	8960	34832	99.8824	37.5629	39	59.8
JRIU01000139.1	1	270	287	246	91.1111	82.7111	38.8	59.8
JRIU01000138.1	1	49460	12866	48337	97.7295	37.6843	39	59.3
JRIU01000137.1	1	124619	27572	124408	99.8307	32.3342	39	42.9
JRIU01000136.1	1	10620	2613	10571	99.5386	33.223	39	49.6
JRIU01000135.1	1	68146	16451	68146	100	35.3836	39	59.2
JRIU01000134.1	1	2850	1714	1787	62.7018	75.0249	38.8	54.7
JRIU01000133.1	1	336272	87822	335806	99.8614	38.2008	39	59.7
JRIU01000132.1	1	36633	8429	36417	99.4104	33.7352	39	59.8
JRIU01000131.1	1	70561	16428	70422	99.803	34.1442	39	59.3
JRIU01000130.1	1	434	476	388	89.4009	65.3848	38.2	21.5
JRIU01000129.1	1	20041	5193	20041	100	37.8298	39	59.7
JRIU01000128.1	1	4176	1002	4169	99.8324	34.4406	39	22.3
JRIU01000127.1	1	24131	5612	24108	99.9047	33.9269	39	59.7
JRIU01000126.1	1	133998	33075	133911	99.9351	36.1093	39	59.5
JRIU01000125.1	1	43186	12224	42938	99.4257	39.0078	39	53.7
JRIU01000124.1	1	23266	6261	23049	99.0673	38.2502	38.9	58.4
JRIU01000123.1	1	117283	30059	117157	99.8926	37.1777	39	59.1
JRIU01000122.1	1	140950	35972	140914	99.9745	37.3964	39	59.6
JRIU01000121.1	1	59584	14936	59560	99.9597	36.745	39	59.9
JRIU01000120.1	1	9674	2754	9669	99.9483	41.3335	38.9	39.8
JRIU01000119.1	1	385	226	338	87.7922	39.6675	39.1	49.4
JRIU01000118.1	1	1687	272	1687	100	23.5323	39	60
JRIU01000117.1	1	211	216	211	100	94.1896	39.1	58.6
JRIU01000116.1	1	59626	17425	59331	99.5052	38.6387	39	55.2
JRIU01000115.1	1	16715	4493	16624	99.4556	38.85	39	52.6
JRIU01000114.1	1	306	944	306	100	246.997	38.8	35.1
JRIU01000113.1	1	306	619	306	100	191.441	38.8	27.6
