Scaffold,Start,End,Observed,Expected,Fold_Enrichment,P_Value,Treatments,Adaptations,Gene_Presence,Q_Value
JRIU01000195.1,16000,17000,17,0.02217719735410563,766.5531279069768,0.0,STC: 9 (52.9%); CAS: 8 (47.1%),Low Oxygen: 9 (52.9%); Temperature: 8 (47.1%),Yes: 17,0.0
JRIU01000195.1,16200,17200,17,0.02217719735410563,766.5531279069768,0.0,STC: 9 (52.9%); CAS: 8 (47.1%),Low Oxygen: 9 (52.9%); Temperature: 8 (47.1%),Yes: 17,0.0
JRIU01000243.1,0,1000,13,0.02217719735410563,586.1876860465117,0.0,CAS: 9 (69.2%); STC: 4 (30.8%),Temperature: 9 (69.2%); Low Oxygen: 4 (30.8%),Yes: 13,0.0
JRIU01000031.1,126800,127800,12,0.02217719735410563,541.0963255813954,0.0,CAS: 8 (66.7%); STC: 4 (33.3%),Temperature: 8 (66.7%); Low Oxygen: 4 (33.3%),Yes: 12,0.0
JRIU01000148.1,12800,13800,12,0.02217719735410563,541.0963255813954,0.0,STC: 6 (50.0%); CAS: 6 (50.0%),Low Oxygen: 6 (50.0%); Temperature: 6 (50.0%),Yes: 12,0.0
JRIU01000148.1,13000,14000,12,0.02217719735410563,541.0963255813954,0.0,STC: 6 (50.0%); CAS: 6 (50.0%),Low Oxygen: 6 (50.0%); Temperature: 6 (50.0%),Yes: 12,0.0
JRIU01000148.1,13200,14200,12,0.02217719735410563,541.0963255813954,0.0,STC: 6 (50.0%); CAS: 6 (50.0%),Low Oxygen: 6 (50.0%); Temperature: 6 (50.0%),Yes: 12,0.0
JRIU01000148.1,13400,14400,12,0.02217719735410563,541.0963255813954,0.0,STC: 6 (50.0%); CAS: 6 (50.0%),Low Oxygen: 6 (50.0%); Temperature: 6 (50.0%),Yes: 12,0.0
JRIU01000031.1,126200,127200,12,0.02217719735410563,541.0963255813954,0.0,CAS: 8 (66.7%); STC: 4 (33.3%),Temperature: 8 (66.7%); Low Oxygen: 4 (33.3%),Yes: 12,0.0
JRIU01000031.1,126600,127600,12,0.02217719735410563,541.0963255813954,0.0,CAS: 8 (66.7%); STC: 4 (33.3%),Temperature: 8 (66.7%); Low Oxygen: 4 (33.3%),Yes: 12,0.0
JRIU01000031.1,126400,127400,12,0.02217719735410563,541.0963255813954,0.0,CAS: 8 (66.7%); STC: 4 (33.3%),Temperature: 8 (66.7%); Low Oxygen: 4 (33.3%),Yes: 12,0.0
JRIU01000031.1,126000,127000,11,0.02217719735410563,496.0049651162791,0.0,CAS: 7 (63.6%); STC: 4 (36.4%),Temperature: 7 (63.6%); Low Oxygen: 4 (36.4%),Yes: 11,0.0
JRIU01000031.1,4800,5800,9,0.02217719735410563,405.82224418604653,0.0,STC: 7 (77.8%); CAS: 2 (22.2%),Low Oxygen: 7 (77.8%); Temperature: 2 (22.2%),Yes: 9,0.0
JRIU01000031.1,5400,6400,9,0.02217719735410563,405.82224418604653,0.0,STC: 7 (77.8%); CAS: 2 (22.2%),Low Oxygen: 7 (77.8%); Temperature: 2 (22.2%),Yes: 9,0.0
JRIU01000031.1,5200,6200,9,0.02217719735410563,405.82224418604653,0.0,STC: 7 (77.8%); CAS: 2 (22.2%),Low Oxygen: 7 (77.8%); Temperature: 2 (22.2%),Yes: 9,0.0
JRIU01000031.1,5000,6000,9,0.02217719735410563,405.82224418604653,0.0,STC: 7 (77.8%); CAS: 2 (22.2%),Low Oxygen: 7 (77.8%); Temperature: 2 (22.2%),Yes: 9,0.0
JRIU01000135.1,0,1000,8,0.02217719735410563,360.73088372093025,0.0,CAS: 5 (62.5%); STC: 3 (37.5%),Temperature: 5 (62.5%); Low Oxygen: 3 (37.5%),Yes: 8,0.0
JRIU01000135.1,200,1200,8,0.02217719735410563,360.73088372093025,0.0,CAS: 5 (62.5%); STC: 3 (37.5%),Temperature: 5 (62.5%); Low Oxygen: 3 (37.5%),Yes: 8,0.0
JRIU01000126.1,79200,80200,8,0.02217719735410563,360.73088372093025,0.0,STC: 4 (50.0%); CAS: 4 (50.0%),Low Oxygen: 4 (50.0%); Temperature: 4 (50.0%),Yes: 8,0.0
JRIU01000126.1,79400,80400,8,0.02217719735410563,360.73088372093025,0.0,STC: 4 (50.0%); CAS: 4 (50.0%),Low Oxygen: 4 (50.0%); Temperature: 4 (50.0%),Yes: 8,0.0
JRIU01000243.1,200,1200,8,0.02217719735410563,360.73088372093025,0.0,CAS: 6 (75.0%); STC: 2 (25.0%),Temperature: 6 (75.0%); Low Oxygen: 2 (25.0%),Yes: 8,0.0
JRIU01000126.1,79600,80600,8,0.02217719735410563,360.73088372093025,0.0,STC: 4 (50.0%); CAS: 4 (50.0%),Low Oxygen: 4 (50.0%); Temperature: 4 (50.0%),Yes: 8,0.0
JRIU01000126.1,79800,80800,8,0.02217719735410563,360.73088372093025,0.0,STC: 4 (50.0%); CAS: 4 (50.0%),Low Oxygen: 4 (50.0%); Temperature: 4 (50.0%),Yes: 8,0.0
JRIU01000126.1,79000,80000,7,0.02217719735410563,315.63952325581397,5.551115123125783e-16,CAS: 4 (57.1%); STC: 3 (42.9%),Temperature: 4 (57.1%); Low Oxygen: 3 (42.9%),Yes: 7,7.123931074678088e-15
JRIU01000070.1,70000,71000,6,0.02217719735410563,270.5481627906977,1.6209256159527285e-13,STC: 4 (66.7%); CAS: 2 (33.3%),Low Oxygen: 4 (66.7%); Temperature: 2 (33.3%),Yes: 6,1.9969803588537617e-12
JRIU01000243.1,400,1400,5,0.02217719735410563,225.4568023255814,4.388622798501274e-11,CAS: 3 (60.0%); STC: 2 (40.0%),Temperature: 3 (60.0%); Low Oxygen: 2 (40.0%),Yes: 5,4.827485078351401e-10
JRIU01000031.1,4600,5600,5,0.02217719735410563,225.4568023255814,4.388622798501274e-11,STC: 5 (100.0%),Low Oxygen: 5 (100.0%),Yes: 5,4.827485078351401e-10
JRIU01000243.1,600,1600,5,0.02217719735410563,225.4568023255814,4.388622798501274e-11,CAS: 3 (60.0%); STC: 2 (40.0%),Temperature: 3 (60.0%); Low Oxygen: 2 (40.0%),Yes: 5,4.827485078351401e-10
JRIU01000072.1,149400,150400,4,0.02217719735410563,180.36544186046513,9.901776176768351e-09,STC: 2 (50.0%); CAS: 2 (50.0%),Low Oxygen: 2 (50.0%); Temperature: 2 (50.0%),Yes: 4,8.969844301307801e-08
JRIU01000072.1,149200,150200,4,0.02217719735410563,180.36544186046513,9.901776176768351e-09,STC: 2 (50.0%); CAS: 2 (50.0%),Low Oxygen: 2 (50.0%); Temperature: 2 (50.0%),Yes: 4,8.969844301307801e-08
JRIU01000072.1,149000,150000,4,0.02217719735410563,180.36544186046513,9.901776176768351e-09,STC: 2 (50.0%); CAS: 2 (50.0%),Low Oxygen: 2 (50.0%); Temperature: 2 (50.0%),Yes: 4,8.969844301307801e-08
JRIU01000031.1,5600,6600,4,0.02217719735410563,180.36544186046513,9.901776176768351e-09,STC: 2 (50.0%); CAS: 2 (50.0%),Low Oxygen: 2 (50.0%); Temperature: 2 (50.0%),Yes: 4,8.969844301307801e-08
JRIU01000070.1,69800,70800,4,0.02217719735410563,180.36544186046513,9.901776176768351e-09,STC: 2 (50.0%); CAS: 2 (50.0%),Low Oxygen: 2 (50.0%); Temperature: 2 (50.0%),Yes: 4,8.969844301307801e-08
JRIU01000072.1,149600,150600,4,0.02217719735410563,180.36544186046513,9.901776176768351e-09,STC: 2 (50.0%); CAS: 2 (50.0%),Low Oxygen: 2 (50.0%); Temperature: 2 (50.0%),Yes: 4,8.969844301307801e-08
JRIU01000324.1,0,1000,3,0.02217719735410563,135.27408139534884,1.78792446670073e-06,CAS: 2 (66.7%); STC: 1 (33.3%),Temperature: 2 (66.7%); Low Oxygen: 1 (33.3%),Yes: 3,1.412001886522628e-05
JRIU01000031.1,45600,46600,3,0.02217719735410563,135.27408139534884,1.78792446670073e-06,CAS: 2 (66.7%); STC: 1 (33.3%),Temperature: 2 (66.7%); Low Oxygen: 1 (33.3%),Yes: 3,1.412001886522628e-05
JRIU01000031.1,45000,46000,3,0.02217719735410563,135.27408139534884,1.78792446670073e-06,CAS: 2 (66.7%); STC: 1 (33.3%),Temperature: 2 (66.7%); Low Oxygen: 1 (33.3%),Yes: 3,1.412001886522628e-05
JRIU01000031.1,45200,46200,3,0.02217719735410563,135.27408139534884,1.78792446670073e-06,CAS: 2 (66.7%); STC: 1 (33.3%),Temperature: 2 (66.7%); Low Oxygen: 1 (33.3%),Yes: 3,1.412001886522628e-05
JRIU01000031.1,45400,46400,3,0.02217719735410563,135.27408139534884,1.78792446670073e-06,CAS: 2 (66.7%); STC: 1 (33.3%),Temperature: 2 (66.7%); Low Oxygen: 1 (33.3%),Yes: 3,1.412001886522628e-05
JRIU01000149.1,200,1200,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,STC: 1 (50.0%); CAS: 1 (50.0%),Low Oxygen: 1 (50.0%); Temperature: 1 (50.0%),Yes: 2,0.0006324657599257044
JRIU01000033.1,61800,62800,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,STC: 1 (50.0%); CAS: 1 (50.0%),Low Oxygen: 1 (50.0%); Temperature: 1 (50.0%),Yes: 2,0.0006324657599257044
JRIU01000095.1,32600,33600,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,CAS: 2 (100.0%),Temperature: 2 (100.0%),Yes: 2,0.0006324657599257044
JRIU01000179.1,1200,2200,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,STC: 2 (100.0%),Low Oxygen: 2 (100.0%),Yes: 2,0.0006324657599257044
JRIU01000375.1,600,1600,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,STC: 1 (50.0%); CAS: 1 (50.0%),Low Oxygen: 1 (50.0%); Temperature: 1 (50.0%),Yes: 2,0.0006324657599257044
JRIU01000176.1,124400,125400,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,STC: 1 (50.0%); CAS: 1 (50.0%),Low Oxygen: 1 (50.0%); Temperature: 1 (50.0%),Yes: 2,0.0006324657599257044
JRIU01000115.1,14400,15400,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,STC: 1 (50.0%); CAS: 1 (50.0%),Low Oxygen: 1 (50.0%); Temperature: 1 (50.0%),Yes: 2,0.0006324657599257044
JRIU01000179.1,1000,2000,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,STC: 2 (100.0%),Low Oxygen: 2 (100.0%),Yes: 2,0.0006324657599257044
JRIU01000115.1,14200,15200,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,STC: 1 (50.0%); CAS: 1 (50.0%),Low Oxygen: 1 (50.0%); Temperature: 1 (50.0%),Yes: 2,0.0006324657599257044
JRIU01000103.1,85800,86800,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,CAS: 2 (100.0%),Temperature: 2 (100.0%),Yes: 2,0.0006324657599257044
JRIU01000115.1,14600,15600,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,STC: 1 (50.0%); CAS: 1 (50.0%),Low Oxygen: 1 (50.0%); Temperature: 1 (50.0%),Yes: 2,0.0006324657599257044
JRIU01000375.1,400,1400,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,STC: 1 (50.0%); CAS: 1 (50.0%),Low Oxygen: 1 (50.0%); Temperature: 1 (50.0%),Yes: 2,0.0006324657599257044
JRIU01000103.1,85600,86600,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,CAS: 2 (100.0%),Temperature: 2 (100.0%),Yes: 2,0.0006324657599257044
JRIU01000098.1,0,1000,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,STC: 1 (50.0%); CAS: 1 (50.0%),Low Oxygen: 1 (50.0%); Temperature: 1 (50.0%),Yes: 2,0.0006324657599257044
JRIU01000098.1,200,1200,2,0.02217719735410563,90.18272093023256,0.00024230831062088676,STC: 1 (50.0%); CAS: 1 (50.0%),Low Oxygen: 1 (50.0%); Temperature: 1 (50.0%),Yes: 2,0.0006324657599257044
