Scaffold,Start,End,Observed,Expected,Fold_Enrichment,P_Value,Treatments,Adaptations,Gene_Presence,Q_Value
JRIU01000195.1,16200,17200,9,0.013409468167598753,671.1675576923077,0.0,WTA: 9 (100.0%),Low Oxygen: 9 (100.0%),No: 9,0.0
JRIU01000195.1,16000,17000,9,0.013409468167598753,671.1675576923077,0.0,WTA: 9 (100.0%),Low Oxygen: 9 (100.0%),No: 9,0.0
JRIU01000031.1,126200,127200,8,0.013409468167598753,596.5933846153846,0.0,WTA: 8 (100.0%),Low Oxygen: 8 (100.0%),No: 8,0.0
JRIU01000031.1,126400,127400,8,0.013409468167598753,596.5933846153846,0.0,WTA: 8 (100.0%),Low Oxygen: 8 (100.0%),No: 8,0.0
JRIU01000031.1,126600,127600,8,0.013409468167598753,596.5933846153846,0.0,WTA: 8 (100.0%),Low Oxygen: 8 (100.0%),No: 8,0.0
JRIU01000031.1,126800,127800,8,0.013409468167598753,596.5933846153846,0.0,WTA: 8 (100.0%),Low Oxygen: 8 (100.0%),No: 8,0.0
JRIU01000031.1,45000,46000,7,0.013409468167598753,522.0192115384616,0.0,WTA: 7 (100.0%),Low Oxygen: 7 (100.0%),No: 7,0.0
JRIU01000070.1,70000,71000,7,0.013409468167598753,522.0192115384616,0.0,WTA: 7 (100.0%),Low Oxygen: 7 (100.0%),No: 7,0.0
JRIU01000031.1,45600,46600,7,0.013409468167598753,522.0192115384616,0.0,WTA: 7 (100.0%),Low Oxygen: 7 (100.0%),No: 7,0.0
JRIU01000031.1,45200,46200,7,0.013409468167598753,522.0192115384616,0.0,WTA: 7 (100.0%),Low Oxygen: 7 (100.0%),No: 7,0.0
JRIU01000031.1,126000,127000,7,0.013409468167598753,522.0192115384616,0.0,WTA: 7 (100.0%),Low Oxygen: 7 (100.0%),No: 7,0.0
JRIU01000094.1,78200,79200,7,0.013409468167598753,522.0192115384616,0.0,WTA: 7 (100.0%),Low Oxygen: 7 (100.0%),No: 7,0.0
JRIU01000031.1,45400,46400,7,0.013409468167598753,522.0192115384616,0.0,WTA: 7 (100.0%),Low Oxygen: 7 (100.0%),No: 7,0.0
JRIU01000031.1,44800,45800,5,0.013409468167598753,372.8708653846154,3.5729197378486788e-12,WTA: 5 (100.0%),Low Oxygen: 5 (100.0%),No: 5,4.09834911106172e-11
JRIU01000243.1,0,1000,5,0.013409468167598753,372.8708653846154,3.5729197378486788e-12,WTA: 5 (100.0%),Low Oxygen: 5 (100.0%),No: 5,4.09834911106172e-11
JRIU01000135.1,0,1000,5,0.013409468167598753,372.8708653846154,3.5729197378486788e-12,WTA: 5 (100.0%),Low Oxygen: 5 (100.0%),No: 5,4.09834911106172e-11
JRIU01000135.1,200,1200,5,0.013409468167598753,372.8708653846154,3.5729197378486788e-12,WTA: 5 (100.0%),Low Oxygen: 5 (100.0%),No: 5,4.09834911106172e-11
JRIU01000112.1,0,1000,3,0.013409468167598753,223.72251923076922,3.9784795713426746e-07,WTA: 3 (100.0%),Low Oxygen: 3 (100.0%),No: 3,4.083176402167482e-06
JRIU01000112.1,200,1200,3,0.013409468167598753,223.72251923076922,3.9784795713426746e-07,WTA: 3 (100.0%),Low Oxygen: 3 (100.0%),No: 3,4.083176402167482e-06
JRIU01000126.1,79800,80800,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000243.1,600,1600,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000072.1,149200,150200,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000072.1,149000,150000,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000095.1,32400,33400,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000084.1,24600,25600,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000126.1,79200,80200,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000126.1,79400,80400,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000243.1,200,1200,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000095.1,33200,34200,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000095.1,33000,34000,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000223.1,0,1000,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000095.1,32800,33800,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000243.1,400,1400,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000126.1,79600,80600,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000072.1,149400,150400,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000031.1,45800,46800,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000072.1,149600,150600,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000031.1,4800,5800,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000103.1,85600,86600,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000147.1,200,1200,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000031.1,5600,6600,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000147.1,0,1000,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000103.1,85800,86800,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000031.1,5200,6200,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000031.1,5400,6400,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000031.1,5000,6000,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000095.1,32600,33600,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000070.1,69800,70800,2,0.013409468167598753,149.14834615384615,8.910720951149642e-05,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0003619980386404542
JRIU01000226.1,3200,4200,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
JRIU01000201.1,6200,7200,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
JRIU01000201.1,5400,6400,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
JRIU01000201.1,5600,6600,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
JRIU01000201.1,5800,6800,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
JRIU01000201.1,6000,7000,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
JRIU01000062.1,186800,187800,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
JRIU01000183.1,95800,96800,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
JRIU01000183.1,96000,97000,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
JRIU01000183.1,96200,97200,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
JRIU01000183.1,96400,97400,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
JRIU01000164.1,15400,16400,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
JRIU01000226.1,2800,3800,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
JRIU01000154.1,0,1000,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
JRIU01000154.1,400,1400,1,0.013409468167598753,74.57417307692307,0.013319961773712086,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.013319961773712086
